Gene_ID,t_protein_cimp_positive
HMGN2,0
HMGN3,0
HMGN4,0
HMGN5,0
HMGXB3,0
HMGXB4,0
HMOX1,0
HMOX2,0
HNF1A,0
HNF1B,0
HNF4A,0
HNF4G,0
HNMT,0
HNRNPA0,0
HNRNPA1,0
HNRNPA2B1,0
HNRNPA3,0
HNRNPAB,0
HNRNPC,0
HNRNPD,0
HNRNPDL,0
HNRNPF,0
HNRNPH1,0
HNRNPH2,0
HNRNPH3,0
HNRNPK,0
HNRNPL,0
HNRNPLL,0
HNRNPM,0
HNRNPR,0
HNRNPU,0
HNRNPUL1,0
HNRNPUL2,0
HOGA1,0
HOMER1,0
HOMER3,0
HOOK1,0
HOOK2,0
HOOK3,0
HOPX,0
HOXB4,0
HOXD8,0
HOXD9,0
HP,0
HP1BP3,0
HPCAL1,0
HPD,0
HPF1,0
HPGD,0
HPGDS,0
HPN,0
HPR,0
HPRT1,0
HPS1,0
HPS3,0
HPS4,0
HPS5,0
HPS6,0
HPX,0
HRAS,0
HRC,0
HRG,0
HRNR,0
HS1BP3,0
HS2ST1,0
HS6ST2,0
HSBP1,0
HSCB,0
HSD11B1,0
HSD11B2,0
HSD17B10,0
HSD17B11,0
HSD17B12,0
HSD17B14,0
HSD17B4,0
HSD17B7,0
HSD17B8,0
HSD3B7,0
HSDL1,0
HSDL2,0
HSF1,0
HSP90AA1,0
HSP90AB1,0
HSP90B1,0
HSPA12A,0
HSPA12B,0
HSPA13,0
HSPA14,0
HSPA1A,0
HSPA1L,0
HSPA2,0
HSPA4,0
HSPA4L,0
HSPA5,0
HSPA6,0
HSPA8,0
HSPA9,0
HSPB1,0
HSPB11,0
HSPB2,0
HSPB6,0
HSPB7,0
HSPB8,0
HSPBAP1,0
HSPBP1,0
HSPD1,0
HSPE1,0
HSPG2,0
HSPH1,0
HTATIP2,0
HTATSF1,0
HTD2,0
HTRA1,0
HTRA2,0
HTT,0
HUS1,0
HUWE1,0
HVCN1,0
HYAL1,0
HYAL2,0
HYI,0
HYKK,0
HYOU1,0
HYPK,0
IAH1,0
IARS,0
IARS2,0
IBA57,0
IBTK,0
ICA1,0
ICAM1,0
ICAM2,0
ICAM3,0
ICE1,0
ICMT,0
IDE,0
IDH1,0
IDH2,0
IDH3A,0
IDH3B,0
IDH3G,0
IDI1,0
IDNK,0
IDO1,0
IDS,0
IDUA,0
IER3IP1,0
IFFO1,0
IFI16,0
IFI30,0
IFI35,0
IFIH1,0
IFIT1,0
IFIT2,0
IFIT3,0
IFIT5,0
IFITM1,0
IFITM3,0
IFNGR1,0
IFRD2,0
IFT122,0
IFT140,0
IFT172,0
IFT20,0
IFT22,0
IFT27,0
IFT43,0
IFT46,0
IFT52,0
IFT57,0
IFT74,0
IFT80,0
IFT81,0
IFT88,0
IGBP1,0
IGF1,0
IGF1R,0
IGF2,0
IGF2BP1,0
IGF2BP2,0
IGF2BP3,0
IGF2R,0
IGFALS,0
IGFBP1,0
IGFBP2,0
IGFBP3,0
IGFBP4,0
IGFBP5,0
IGFBP6,0
IGFBP7,0
IGFLR1,0
IGHMBP2,0
IGLL1,0
IGLL5,0
IGSF3,0
IGSF8,0
IK,0
IKBIP,0
IKBKB,0
IKBKG,0
IKZF1,0
IL16,0
IL17RB,0
IL18,0
IL18BP,0
IL1RAP,0
IL32,0
IL33,0
IL4I1,0
IL6ST,0
ILF2,0
ILF3,0
ILK,0
ILKAP,0
ILVBL,0
IMMP1L,0
IMMP2L,0
IMMT,0
IMP3,0
IMP4,0
IMPA1,0
IMPA2,0
IMPACT,0
IMPAD1,0
IMPDH1,0
IMPDH2,0
INAVA,0
INF2,0
ING1,0
ING3,0
ING4,0
ING5,0
INHBC,0
INHBE,0
INIP,0
INO80,0
INO80B,0
INO80C,0
INO80E,0
INPP1,0
INPP4A,0
INPP4B,0
INPP5A,0
INPP5B,0
INPP5D,0
INPP5F,0
INPP5J,0
INPP5K,0
INPPL1,0
INSR,0
INTS1,0
INTS10,0
INTS11,0
INTS12,0
INTS13,0
INTS14,0
INTS2,0
INTS3,0
INTS4,0
INTS5,0
INTS6,0
INTS7,0
INTS8,0
INTS9,0
INTU,0
INVS,0
IP6K1,0
IPO11,0
IPO13,0
IPO4,0
IPO5,0
IPO7,0
IPO8,0
IPO9,0
IQCB1,0
IQCG,0
IQGAP1,0
IQGAP2,0
IQSEC1,0
IQSEC2,0
IRAK1,0
IRAK3,0
IRAK4,0
IREB2,0
IRF2,0
IRF2BP1,0
IRF2BP2,0
IRF2BPL,0
IRF3,0
IRF5,0
IRF6,0
IRF7,0
IRF8,0
IRF9,0
IRGQ,0
IRS1,0
IRS2,0
IRX3,0
ISCA1,0
ISCA2,0
ISCU,0
ISG15,0
ISG20,0
ISG20L2,0
ISLR,0
ISOC1,0
ISOC2,0
ISPD,0
IST1,0
ISY1-RAB43,0
ISYNA1,0
ITCH,0
ITFG1,0
ITFG2,0
ITGA1,0
ITGA2,0
ITGA2B,0
ITGA3,0
ITGA4,0
ITGA5,0
ITGA6,0
ITGA7,0
ITGA8,0
ITGAL,0
ITGAM,0
ITGAV,0
ITGAX,0
ITGB1,0
ITGB1BP1,0
ITGB2,0
ITGB3,0
ITGB4,0
ITGB5,0
ITGB6,0
ITGB8,0
ITIH1,0
ITIH2,0
ITIH3,0
ITIH4,0
ITIH5,0
ITM2B,0
ITM2C,0
ITPA,0
ITPK1,0
ITPKB,0
ITPKC,0
ITPR1,0
ITPR2,0
ITPR3,0
ITPRID2,0
ITPRIP,0
ITSN1,0
ITSN2,0
IVD,0
IVNS1ABP,0
IWS1,0
IYD,0
JADE2,0
JAG1,0
JAGN1,0
JAK1,0
JAK2,0
JAK3,0
JAM2,0
JAM3,0
JCAD,0
JCHAIN,0
JMJD1C,0
JMJD6,0
JMJD7,0
JMJD8,0
JMY,0
JOSD2,0
JPH2,0
JPT1,0
JPT2,0
JTB,0
JUN,0
JUNB,0
JUND,0
JUP,0
KALRN,0
KANK1,0
KANK2,0
KANK3,0
KANK4,0
KANSL1,0
KANSL2,0
KANSL3,0
KARS,0
KAT14,0
KAT5,0
KAT6A,0
KAT7,0
KAT8,0
KATNA1,0
KATNAL1,0
KATNB1,0
KAZN,0
KBTBD11,0
KBTBD2,0
KBTBD4,0
KBTBD6,0
KCMF1,0
KCNAB2,0
KCNJ10,0
KCNJ15,0
KCNJ16,0
KCNMA1,0
KCP,0
KCTD1,0
KCTD10,0
KCTD12,0
KCTD14,0
KCTD15,0
KCTD18,0
KCTD21,0
KCTD3,0
KCTD5,0
KCTD7,0
KCTD9,0
KDELC1,0
KDELC2,0
KDELR1,0
KDM1A,0
KDM1B,0
KDM2A,0
KDM2B,0
KDM3A,0
KDM3B,0
KDM4A,0
KDM4B,0
KDM4C,0
KDM5A,0
KDM5B,0
KDM5C,0
KDM6A,0
KDM8,0
KDSR,0
KEAP1,0
KHDC4,0
KHDRBS1,0
KHDRBS3,0
KHK,0
KHNYN,0
KHSRP,0
KIAA0100,0
KIAA0319L,0
KIAA0355,0
KIAA0391,0
KIAA0513,0
KIAA0753,0
KIAA0754,0
KIAA0930,0
KIAA1107,0
KIAA1109,0
KIAA1143,0
KIAA1147,0
KIAA1191,0
KIAA1210,0
KIAA1211,0
KIAA1211L,0
KIAA1217,0
KIAA1328,0
KIAA1522,0
KIAA1671,0
KIAA2013,0
KIDINS220,0
KIF12,0
KIF13A,0
KIF13B,0
KIF16B,0
KIF1B,0
KIF1BP,0
KIF1C,0
KIF21A,0
KIF26B,0
KIF2A,0
KIF3A,0
KIF3B,0
KIF5B,0
KIF7,0
KIFAP3,0
KIFC3,0
KIN,0
KIRREL1,0
KIT,0
KLC1,0
KLC2,0
KLC3,0
KLC4,0
KLF13,0
KLF16,0
KLF3,0
KLHDC10,0
KLHDC2,0
KLHDC3,0
KLHDC4,0
KLHDC7A,0
KLHDC9,0
KLHL11,0
KLHL13,0
KLHL20,0
KLHL22,0
KLHL26,0
KLHL36,0
KLKB1,0
KMO,0
KMT2A,0
KMT2B,0
KMT2C,0
KMT2D,0
KNDC1,0
KNG1,0
KNL1,0
KNOP1,0
KNTC1,0
KPNA1,0
KPNA2,0
KPNA3,0
KPNA4,0
KPNA6,0
KPNB1,0
KPTN,0
KRAS,0
KRBA1,0
KRI1,0
KRIT1,0
KRR1,0
KRT1,0
KRT10,0
KRT17,0
KRT18,0
KRT19,0
KRT2,0
KRT5,0
KRT7,0
KRT77,0
KRT78,0
KRT8,0
KRT80,0
KRT81,0
KRT84,0
KRT9,0
KRTCAP2,0
KSR1,0
KSR2,0
KTI12,0
KTN1,0
KXD1,0
KYAT1,0
KYAT3,0
KYNU,0
L1CAM,0
L2HGDH,0
L3HYPDH,0
L3MBTL2,0
L3MBTL3,0
LACC1,0
LACTB,0
LACTB2,0
LAD1,0
LAGE3,0
LAIR1,0
LAMA1,0
LAMA2,0
LAMA3,0
LAMA4,0
LAMA5,0
LAMB1,0
LAMB2,0
LAMC1,0
LAMC3,0
LAMP1,0
LAMP2,0
LAMTOR1,0
LAMTOR2,0
LAMTOR3,0
LAMTOR4,0
LAMTOR5,0
LANCL1,0
LANCL2,0
LAP3,0
LAPTM4A,0
LARP1,0
LARP1B,0
LARP4,0
LARP4B,0
LARP7,0
LARS,0
LARS2,0
LAS1L,0
LASP1,0
LATS1,0
LBH,0
LBP,0
LBR,0
LCAT,0
LCK,0
LCLAT1,0
LCMT1,0
LCN2,0
LCP1,0
LCP2,0
LDAH,0
LDB1,0
LDB3,0
LDHA,0
LDHB,0
LDHC,0
LDHD,0
LDLRAP1,0
LEAP2,0
LECT2,0
LEMD2,0
LEMD3,0
LENG1,0
LENG8,0
LENG9,0
LEO1,0
LEP,0
LETM1,0
LETMD1,0
LGALS1,0
LGALS2,0
LGALS3,0
LGALS3BP,0
LGALS4,0
LGALS8,0
LGALS9,0
LGALSL,0
LGMN,0
LGSN,0
LHPP,0
LIAS,0
LIG1,0
LIG3,0
LIG4,0
LILRB1,0
LILRB2,0
LILRB3,0
LILRB5,0
LIMA1,0
LIMCH1,0
LIMD1,0
LIMD2,0
LIME1,0
LIMK1,0
LIMK2,0
LIMS1,0
LIMS2,0
LIN37,0
LIN54,0
LIN7A,0
LIN7B,0
LIN7C,0
LIPA,0
LIPC,0
LIPE,0
LIPT1,0
LIPT2,0
LIX1L,0
LLGL1,0
LLGL2,0
LLPH,0
LMAN1,0
LMAN2,0
LMAN2L,0
LMBRD1,0
LMBRD2,0
LMCD1,0
LMF1,0
LMF2,0
LMNA,0
LMNB1,0
LMNB2,0
LMO4,0
LMO7,0
LMOD1,0
LMTK2,0
LNPEP,0
LNPK,0
LOC110384692,0
LONP1,0
LONP2,0
LOX,0
LOXL2,0
LOXL3,0
LOXL4,0
LPA,0
LPCAT1,0
LPCAT2,0
LPCAT3,0
LPGAT1,0
LPIN1,0
LPIN2,0
LPIN3,0
LPL,0
LPP,0
LPXN,0
LRBA,0
LRCH1,0
LRCH3,0
LRCH4,0
LRG1,0
LRIF1,0
LRMDA,0
LRMP,0
LRP1,0
LRP10,0
LRP2,0
LRPAP1,0
LRPPRC,0
LRRC1,0
LRRC14,0
LRRC17,0
LRRC19,0
LRRC20,0
LRRC25,0
LRRC32,0
LRRC40,0
LRRC41,0
LRRC47,0
LRRC57,0
LRRC58,0
LRRC59,0
LRRC8A,0
LRRC8C,0
LRRC8D,0
LRRFIP1,0
LRRFIP2,0
LRRK2,0
LRRN4,0
LRSAM1,0
LRWD1,0
LSG1,0
LSM1,0
LSM12,0
LSM14A,0
LSM14B,0
LSM2,0
LSM3,0
LSM4,0
LSM5,0
LSM6,0
LSM7,0
LSM8,0
LSP1,0
LSR,0
LSS,0
LTA4H,0
LTBP1,0
LTBP2,0
LTBP3,0
LTBP4,0
LTBR,0
LTC4S,0
LTF,0
LTN1,0
LTV1,0
LUC7L,0
LUC7L2,0
LUC7L3,0
LUM,0
LUZP1,0
LXN,0
LY6D,0
LY75-CD302,0
LYAR,0
LYN,0
LYPLA1,0
LYPLA2,0
LYPLAL1,0
LYRM1,0
LYRM2,0
LYRM4,0
LYRM7,0
LYRM9,0
LYSMD1,0
LYSMD2,0
LYSMD3,0
LYST,0
LYVE1,0
LYZ,0
LZIC,0
LZTFL1,0
LZTR1,0
LZTS1,0
LZTS2,0
LZTS3,0
M6PR,0
MACC1,0
MACF1,0
MACO1,0
MACROD1,0
MACROD2,0
MAD1L1,0
MAD2L1,0
MAD2L1BP,0
MADD,0
MAEA,0
MAF,0
MAF1,0
MAFB,0
MAFF,0
MAFK,0
MAGED1,0
MAGED2,0
MAGI1,0
MAGI2,0
MAGI3,0
MAGOHB,0
MAGT1,0
MAIP1,0
MAK16,0
MAL2,0
MALSU1,0
MALT1,0
MAMDC2,0
MAML1,0
MAML2,0
MAML3,0
MAN1A1,0
MAN1A2,0
MAN1B1,0
MAN1C1,0
MAN2A1,0
MAN2A2,0
MAN2B1,0
MAN2B2,0
MAN2C1,0
MANBA,0
MANBAL,0
MANEA,0
MANF,0
MAOA,0
MAOB,0
MAP10,0
MAP1A,0
MAP1B,0
MAP1LC3A,0
MAP1LC3B2,0
MAP1S,0
MAP2,0
MAP2K1,0
MAP2K2,0
MAP2K3,0
MAP2K4,0
MAP2K5,0
MAP2K6,0
MAP2K7,0
MAP3K1,0
MAP3K11,0
MAP3K2,0
MAP3K20,0
MAP3K21,0
MAP3K3,0
MAP3K4,0
MAP3K5,0
MAP3K6,0
MAP3K7,0
MAP3K7CL,0
MAP4,0
MAP4K1,0
MAP4K2,0
MAP4K3,0
MAP4K4,0
MAP4K5,0
MAP6,0
MAP7,0
MAP7D1,0
MAP7D2,0
MAP7D3,0
MAP9,0
MAPK1,0
MAPK12,0
MAPK13,0
MAPK14,0
MAPK1IP1L,0
MAPK3,0
MAPK7,0
MAPK8,0
MAPK8IP3,0
MAPK9,0
MAPKAP1,0
MAPKAPK2,0
MAPKAPK3,0
MAPKBP1,0
MAPRE1,0
MAPRE2,0
MAPRE3,0
MAPT,0
1-Mar,0
2-Mar,0
5-Mar,0
MARCKS,0
MARCKSL1,0
MARF1,0
MARK1,0
MARK2,0
MARK3,0
MARS,0
MARS2,0
MARVELD2,0
MARVELD3,0
MASP1,0
MASP2,0
MAST2,0
MAST3,0
MAST4,0
MAT1A,0
MAT2A,0
MAT2B,0
MATN2,0
MATR3,0
MAU2,0
MAVS,0
MAX,0
MAZ,0
MB,0
MB21D2,0
MBD1,0
MBD2,0
MBD3,0
MBD4,0
MBIP,0
MBL2,0
MBLAC1,0
MBLAC2,0
MBNL1,0
MBNL2,0
MBOAT2,0
MBOAT7,0
MBP,0
MCAM,0
MCAT,0
MCC,0
MCCC1,0
MCCC2,0
MCCD1,0
MCEE,0
MCF2L,0
MCFD2,0
MCL1,0
MCM2,0
MCM3,0
MCM3AP,0
MCM4,0
MCM5,0
MCM6,0
MCM7,0
MCMBP,0
MCRIP1,0
MCRIP2,0
MCRS1,0
MCTS1,0
MCU,0
MCUR1,0
MDC1,0
MDH1,0
MDH2,0
MDK,0
MDM1,0
MDN1,0
ME1,0
ME2,0
ME3,0
MEA1,0
MEAF6,0
MECOM,0
MECP2,0
MECR,0
MED1,0
MED10,0
MED11,0
MED12,0
MED13,0
MED14,0
MED15,0
MED16,0
MED17,0
MED18,0
MED19,0
MED20,0
MED21,0
MED22,0
MED23,0
MED24,0
MED25,0
MED27,0
MED28,0
MED29,0
MED30,0
MED31,0
MED4,0
MED6,0
MED7,0
MED8,0
MED9,0
MEF2C,0
MEF2D,0
MEGF6,0
MEGF8,0
MEGF9,0
MEIS1,0
MELTF,0
MEMO1,0
MEN1,0
MEPCE,0
MERTK,0
MESD,0
MEST,0
MET,0
METAP1,0
METAP1D,0
METAP2,0
METTL1,0
METTL13,0
METTL14,0
METTL15,0
METTL16,0
METTL17,0
METTL18,0
METTL26,0
METTL2B,0
METTL3,0
METTL5,0
METTL7A,0
METTL7B,0
METTL9,0
MEX3A,0
MFAP1,0
MFAP2,0
MFAP4,0
MFAP5,0
MFF,0
MFGE8,0
MFN1,0
MFN2,0
MFSD1,0
MFSD10,0
MFSD11,0
MFSD4A,0
MFSD4B,0
MFSD6,0
MFSD9,0
MGA,0
MGAM,0
MGARP,0
MGAT1,0
MGAT2,0
MGLL,0
MGME1,0
MGMT,0
MGP,0
MGRN1,0
MGST1,0
MGST2,0
MGST3,0
MIA2,0
MIA3,0
MIB1,0
MIB2,0
MICAL1,0
MICAL2,0
MICAL3,0
MICALL1,0
MICALL2,0
MICU1,0
MICU2,0
MID1,0
MID1IP1,0
MID2,0
MIEF1,0
MIEN1,0
MIER1,0
MIF,0
MIF4GD,0
MIGA1,0
MIGA2,0
MINDY1,0
MINDY2,0
MINDY3,0
MINK1,0
MINOS1,0
MINPP1,0
MIOS,0
MIOX,0
MIPEP,0
MIS12,0
MISP,0
MISP3,0
MITD1,0
MITF,0
MKLN1,0
MKNK1,0
MKRN1,0
MKRN2,0
MLEC,0
MLF2,0
MLH1,0
MLKL,0
MLLT1,0
MLLT6,0
MLPH,0
MLST8,0
MLX,0
MLXIP,0
MLXIPL,0
MLYCD,0
MMAA,0
MMAB,0
MMADHC,0
MME,0
MMGT1,0
MMP14,0
MMP15,0
MMP2,0
MMP24OS,0
MMP7,0
MMP8,0
MMP9,0
MMRN1,0
MMRN2,0
MMS19,0
MNAT1,0
MNDA,0
MNT,0
MOB1A,0
MOB2,0
MOB3A,0
MOB3B,0
MOB3C,0
MOB4,0
MOCS1,0
MOCS2,0
MOCS3,0
MOGS,0
MON1B,0
MON2,0
MORC2,0
MORC3,0
MORF4L1,0
MORF4L2,0
MOSPD2,0
MOV10,0
MOXD1,0
MPC1,0
MPC2,0
MPDU1,0
MPDZ,0
MPG,0
MPHOSPH10,0
MPHOSPH6,0
MPHOSPH8,0
MPI,0
MPLKIP,0
MPO,0
MPP1,0
MPP2,0
MPP5,0
MPP6,0
MPP7,0
MPPE1,0
MPPED2,0
MPRIP,0
MPST,0
MPV17,0
MPZL1,0
MPZL2,0
MRAS,0
MRC1,0
MRC2,0
MRE11,0
MRFAP1,0
MRGBP,0
MRI1,0
MRM1,0
MRM2,0
MRM3,0
MRNIP,0
MROH1,0
MRPL1,0
MRPL10,0
MRPL11,0
MRPL12,0
MRPL13,0
MRPL14,0
MRPL15,0
MRPL16,0
MRPL17,0
MRPL18,0
MRPL19,0
MRPL2,0
MRPL20,0
MRPL21,0
MRPL22,0
MRPL23,0
MRPL24,0
MRPL27,0
MRPL28,0
MRPL3,0
MRPL30,0
MRPL32,0
MRPL33,0
MRPL34,0
MRPL35,0
MRPL37,0
MRPL38,0
MRPL39,0
MRPL4,0
MRPL40,0
MRPL41,0
MRPL42,0
MRPL43,0
MRPL44,0
MRPL45,0
MRPL46,0
MRPL47,0
MRPL48,0
MRPL49,0
MRPL50,0
MRPL51,0
MRPL52,0
MRPL53,0
MRPL54,0
MRPL55,0
MRPL57,0
MRPL58,0
MRPL9,0
MRPS10,0
MRPS11,0
MRPS12,0
MRPS14,0
MRPS15,0
MRPS16,0
MRPS17,0
MRPS18A,0
MRPS18B,0
MRPS18C,0
MRPS2,0
MRPS21,0
MRPS22,0
MRPS23,0
MRPS24,0
MRPS25,0
MRPS26,0
MRPS27,0
MRPS28,0
MRPS30,0
MRPS31,0
MRPS33,0
MRPS34,0
MRPS35,0
MRPS36,0
MRPS5,0
MRPS6,0
MRPS7,0
MRPS9,0
MRRF,0
MRTFA,0
MRTFB,0
MRTO4,0
MRVI1,0
MSANTD2,0
MSH2,0
MSH3,0
MSH6,0
MSI2,0
MSL1,0
MSL2,0
MSLN,0
MSMO1,0
MSN,0
MSR1,0
MSRA,0
MSRB1,0
MSRB2,0
MSRB3,0
MST1,0
MSTO1,0
MT-ATP6,0
MT-ATP8,0
MT-CO1,0
MT-CO2,0
MT-CO3,0
MT-ND1,0
MT-ND2,0
MT-ND4,0
MT-ND5,0
MT1A,0
MT1B,0
MT1E,0
MT1F,0
MT1G,0
MT1H,0
MT1M,0
MT1X,0
MT2A,0
MT3,0
MTA1,0
MTA2,0
MTA3,0
MTAP,0
MTCH1,0
MTCH2,0
MTCL1,0
MTDH,0
MTERF1,0
MTERF3,0
MTERF4,0
MTFMT,0
MTFP1,0
MTFR1,0
MTFR1L,0
MTG1,0
MTG2,0
MTHFD1,0
MTHFD1L,0
MTHFD2,0
MTHFR,0
MTHFS,0
MTHFSD,0
MTIF2,0
MTIF3,0
MTM1,0
MTMR1,0
MTMR10,0
MTMR11,0
MTMR12,0
MTMR14,0
MTMR2,0
MTMR3,0
MTMR6,0
MTMR9,0
MTO1,0
MTOR,0
MTPAP,0
MTPN,0
MTR,0
MTREX,0
MTRF1,0
MTRF1L,0
MTRR,0
MTSS1,0
MTSS1L,0
MTTP,0
MTURN,0
MTUS1,0
MTX1,0
MTX2,0
MTX3,0
MUC1,0
MUC13,0
MUC19,0
MUC5B,0
MUL1,0
MUSTN1,0
MUT,0
MVB12A,0
MVB12B,0
MVD,0
MVK,0
MVP,0
MX1,0
MX2,0
MXRA5,0
MXRA7,0
MXRA8,0
MYADM,0
MYBBP1A,0
MYCBP,0
MYCBP2,0
MYCT1,0
MYD88,0
MYDGF,0
MYEF2,0
MYH10,0
MYH11,0
MYH14,0
MYH9,0
MYL12A,0
MYL3,0
MYL4,0
MYL6,0
MYL6B,0
MYL9,0
MYLK,0
MYO10,0
MYO15B,0
MYO18A,0
MYO19,0
MYO1B,0
MYO1C,0
MYO1D,0
MYO1E,0
MYO1F,0
MYO1G,0
MYO5A,0
MYO5B,0
MYO5C,0
MYO6,0
MYO7A,0
MYO7B,0
MYO9A,0
MYO9B,0
MYOC,0
MYOF,0
MYOM2,0
MYORG,0
MYOZ1,0
MYPN,0
MYRIP,0
MYSM1,0
MZB1,0
MZT1,0
MZT2B,0
N4BP1,0
N4BP2L1,0
N4BP2L2,0
N6AMT1,0
NAA10,0
NAA15,0
NAA16,0
NAA20,0
NAA25,0
NAA30,0
NAA35,0
NAA38,0
NAA40,0
NAA50,0
NAA80,0
NAAA,0
NAALADL2,0
NAB1,0
NAB2,0
NABP2,0
NACA,0
NACAD,0
NACC1,0
NADK,0
NADK2,0
NADSYN1,0
NAE1,0
NAF1,0
NAGA,0
NAGK,0
NAGLU,0
NAGPA,0
NAGS,0
NAIP,0
NAMPT,0
NANP,0
NANS,0
NAP1L1,0
NAP1L4,0
NAP1L5,0
NAPA,0
NAPB,0
NAPEPLD,0
NAPG,0
NAPRT,0
NAPSA,0
NARS,0
NARS2,0
NASP,0
NAT1,0
NAT10,0
NAT8,0
NAV1,0
NAV2,0
NAXD,0
NAXE,0
NBAS,0
NBDY,0
NBEA,0
NBEAL1,0
NBEAL2,0
NBN,0
NBR1,0
NCALD,0
NCAM1,0
NCAPD2,0
NCAPH,0
NCAPH2,0
NCBP1,0
NCBP2,0
NCBP2-AS2,0
NCBP3,0
NCDN,0
NCEH1,0
NCF1,0
NCF2,0
NCF4,0
NCK1,0
NCK2,0
NCKAP1,0
NCKAP1L,0
NCKAP5L,0
NCKIPSD,0
NCL,0
NCLN,0
NCOA1,0
NCOA2,0
NCOA3,0
NCOA4,0
NCOA5,0
NCOA6,0
NCOA7,0
NCOR1,0
NCOR2,0
NCS1,0
NCSTN,0
NDC1,0
NDE1,0
NDEL1,0
NDOR1,0
NDRG1,0
NDRG2,0
NDRG3,0
NDST1,0
NDUFA10,0
NDUFA11,0
NDUFA12,0
NDUFA13,0
NDUFA2,0
NDUFA3,0
NDUFA4,0
NDUFA4L2,0
NDUFA5,0
NDUFA6,0
NDUFA7,0
NDUFA8,0
NDUFA9,0
NDUFAB1,0
NDUFAF1,0
NDUFAF2,0
NDUFAF3,0
NDUFAF4,0
NDUFAF5,0
NDUFAF6,0
NDUFAF7,0
NDUFAF8,0
NDUFB1,0
NDUFB10,0
NDUFB11,0
NDUFB2,0
NDUFB3,0
NDUFB4,0
NDUFB5,0
NDUFB6,0
NDUFB7,0
NDUFB8,0
NDUFB9,0
NDUFC1,0
NDUFC2,0
NDUFS1,0
NDUFS2,0
NDUFS3,0
NDUFS4,0
NDUFS5,0
NDUFS6,0
NDUFS7,0
NDUFS8,0
NDUFV1,0
NDUFV2,0
NDUFV3,0
NEBL,0
NECAP1,0
NECAP2,0
NECTIN1,0
NECTIN2,0
NECTIN3,0
NEDD1,0
NEDD4,0
NEDD4L,0
NEDD8,0
NEDD8-MDP1,0
NEDD9,0
NEFL,0
NEFM,0
NEGR1,0
NEIL2,0
NEK1,0
NEK3,0
NEK6,0
NEK7,0
NEK8,0
NEK9,0
NELFA,0
NELFB,0
NELFCD,0
NELFE,0
NEMF,0
NEMP1,0
NENF,0
NEO1,0
NEPRO,0
NES,0
NEU1,0
NEURL4,0
NEXN,0
NF1,0
NF2,0
NFASC,0
NFAT5,0
NFATC1,0
NFATC2,0
NFATC2IP,0
NFATC3,0
NFATC4,0
NFIA,0
NFIB,0
NFIC,0
NFIX,0
NFKB1,0
NFKB2,0
NFKBIA,0
NFKBIB,0
NFKBIE,0
NFRKB,0
NFS1,0
NFU1,0
NFX1,0
NFXL1,0
NFYA,0
NFYB,0
NFYC,0
NGDN,0
NGEF,0
NGFR,0
NGLY1,0
NGRN,0
NHEJ1,0
NHLRC1,0
NHLRC2,0
NHLRC3,0
NHP2,0
NHS,0
NHSL1,0
NHSL2,0
NID1,0
NID2,0
NIF3L1,0
NIFK,0
NIN,0
NINJ1,0
NIP7,0
NIPBL,0
NIPSNAP1,0
NIPSNAP2,0
NIPSNAP3A,0
NISCH,0
NIT1,0
NIT2,0
NKAP,0
NKAPD1,0
NKIRAS1,0
NKIRAS2,0
NKRF,0
NKTR,0
NLE1,0
NLN,0
NLRC5,0
NLRP2,0
NLRP7,0
NLRX1,0
NMD3,0
NME1,0
NME1-NME2,0
NME3,0
NME6,0
NME7,0
NMI,0
NMNAT1,0
NMNAT3,0
NMRAL1,0
NMRK1,0
NMT1,0
NMT2,0
NNMT,0
NNT,0
NOA1,0
NOB1,0
NOC2L,0
NOC3L,0
NOC4L,0
NOCT,0
NOL10,0
NOL11,0
NOL3,0
NOL4L,0
NOL6,0
NOL7,0
NOL8,0
NOL9,0
NOLC1,0
NOM1,0
NOMO2,0
NOMO3,0
NONO,0
NOP10,0
NOP14,0
NOP16,0
NOP2,0
NOP53,0
NOP56,0
NOP58,0
NOP9,0
NOS1,0
NOS1AP,0
NOS3,0
NOSIP,0
NOSTRIN,0
NOTCH1,0
NOTCH2,0
NOTCH3,0
NOTCH4,0
NOV,0
NOVA1,0
NOVA2,0
NOX4,0
NOXA1,0
NPC1,0
NPC2,0
NPDC1,0
NPEPL1,0
NPEPPS,0
NPHP1,0
NPHS1,0
NPHS2,0
NPL,0
NPLOC4,0
NPM1,0
NPM3,0
NPNT,0
NPR1,0
NPR3,0
NPRL2,0
NPRL3,0
NPTN,0
NPY,0
NQO1,0
NQO2,0
NR1D1,0
NR1H2,0
NR1H4,0
NR2C1,0
NR2C2,0
NR2C2AP,0
NR2F1,0
NR2F2,0
NR2F6,0
NR3C1,0
NRAS,0
NRBF2,0
NRBP1,0
NRBP2,0
NRCAM,0
NRDC,0
NRDE2,0
NRF1,0
NRGN,0
NRIP2,0
NRK,0
NRM,0
NRP1,0
NRP2,0
NSA2,0
NSD1,0
NSD3,0
NSDHL,0
NSF,0
NSFL1C,0
NSL1,0
NSMAF,0
NSMCE1,0
NSMCE2,0
NSMCE3,0
NSMCE4A,0
NSRP1,0
NSUN2,0
NSUN4,0
NSUN5,0
NSUN6,0
NT5C,0
NT5C2,0
NT5C3A,0
NT5C3B,0
NT5DC1,0
NT5DC2,0
NT5DC3,0
NT5E,0
NTAN1,0
NTHL1,0
NTM,0
NTMT1,0
NTN1,0
