Gene_ID,t_protein_3p_loss,t_protein_5q_amplification,t_protein_7p_amplification,t_protein_9p_loss,t_protein_14q_loss
HIST1H2BG,0,0,0,0,0
HIST1H2BJ,0,0,0,0,0
HIST1H3A,0,0,0,0,0
HIST2H2AA4,0,0,0,0,0
HIST2H2AB,0,0,0,0,0
HIST2H2BE,0,0,0,0,0
HIST2H3A,0,0,0,0,0
HIST2H4B,0,0,0,0,0
HIST3H2BB,0,0,0,0,0
HK1,0,0,0,0,0
HK2,0,0,0,0,0
HK3,0,0,0,0,0
HKDC1,0,0,0,0,0
HLA-A,0,0,0,0,0
HLA-B,0,0,0,0,0
HLA-C,0,0,0,0,0
HLA-DMA,0,0,0,0,0
HLA-DMB,0,0,0,0,0
HLA-DPA1,0,0,0,0,0
HLA-DPB1,0,0,0,0,0
HLA-DQA1,0,0,0,0,0
HLA-DQB1,0,0,0,0,0
HLA-DRA,0,0,0,0,0
HLA-DRB1,0,0,0,0,0
HLA-DRB3,0,0,0,0,0
HLA-DRB4,0,0,0,0,0
HLA-DRB5,0,0,0,0,0
HLA-E,0,0,0,0,0
HLA-F,0,0,0,0,0
HLCS,0,0,0,0,0
HLTF,0,0,0,0,0
HM13,0,0,0,0,0
HMBOX1,0,0,0,0,0
HMBS,0,0,0,0,0
HMCES,0,0,0,0,0
HMCN1,0,0,0,0,0
HMCN2,0,0,0,0,0
HMG20A,0,0,0,0,0
HMG20B,0,0,0,0,0
HMGA1,0,0,0,0,0
HMGB1,0,0,0,0,0
HMGB2,0,0,0,0,0
HMGB3,0,0,0,0,0
HMGCL,0,0,0,0,0
HMGCLL1,0,0,0,0,0
HMGCS1,0,0,0,0,0
HMGCS2,0,0,0,0,0
HMGN1,0,0,0,0,0
HMGN2,0,0,0,0,0
HMGN3,0,0,0,0,0
HMGN4,0,0,0,0,0
HMGN5,0,0,0,0,0
HMGXB3,0,0,0,0,0
HMGXB4,0,0,0,0,0
HMOX1,0,0,0,0,0
HMOX2,0,0,0,0,0
HNF1A,0,0,0,0,0
HNF1B,0,0,0,0,0
HNF4A,0,0,0,0,0
HNF4G,0,0,0,0,0
HNMT,0,0,0,0,0
HNRNPA0,0,0,0,0,0
HNRNPA1,0,0,0,0,0
HNRNPA2B1,0,0,0,0,0
HNRNPA3,0,0,0,0,0
HNRNPAB,0,0,0,0,0
HNRNPC,0,0,0,0,0
HNRNPD,0,0,0,0,0
HNRNPDL,0,0,0,0,0
HNRNPF,0,0,0,0,0
HNRNPH1,0,0,0,0,0
HNRNPH2,0,0,0,0,0
HNRNPH3,0,0,0,0,0
HNRNPK,0,0,0,0,0
HNRNPL,0,0,0,0,0
HNRNPLL,0,0,0,0,0
HNRNPM,0,0,0,0,0
HNRNPR,0,0,0,0,0
HNRNPU,0,0,0,0,0
HNRNPUL1,0,0,0,0,0
HNRNPUL2,0,0,0,0,0
HOGA1,0,0,0,0,0
HOMER1,0,0,0,0,0
HOMER3,0,0,0,0,0
HOOK1,0,0,0,0,0
HOOK2,0,0,0,0,0
HOOK3,0,0,0,0,0
HOPX,0,0,0,0,0
HOXB4,0,0,0,0,0
HOXD8,0,0,0,0,0
HOXD9,0,0,0,0,0
HP,0,0,0,0,0
HP1BP3,0,0,0,0,0
HPCAL1,0,0,0,0,0
HPD,0,0,0,0,0
HPF1,0,0,0,0,0
HPGD,0,0,0,0,0
HPGDS,0,0,0,0,0
HPN,0,0,0,0,0
HPR,0,0,0,0,0
HPRT1,0,0,0,0,0
HPS1,0,0,0,0,0
HPS3,0,0,0,0,0
HPS4,0,0,0,0,0
HPS5,0,0,0,0,0
HPS6,0,0,0,0,0
HPX,0,0,0,0,0
HRAS,0,0,0,0,0
HRC,0,0,0,0,0
HRG,0,0,0,0,0
HRNR,0,0,0,0,0
HS1BP3,0,0,0,0,0
HS2ST1,0,0,0,0,0
HS6ST2,0,0,0,0,0
HSBP1,0,0,0,0,0
HSCB,0,0,0,0,0
HSD11B1,0,0,0,0,0
HSD11B2,0,0,0,0,0
HSD17B10,0,0,0,0,0
HSD17B11,0,0,0,0,0
HSD17B12,0,0,0,0,0
HSD17B14,0,0,0,0,0
HSD17B4,0,0,0,0,0
HSD17B7,0,0,0,0,0
HSD17B8,0,0,0,0,0
HSD3B7,0,0,0,0,0
HSDL1,0,0,0,0,0
HSDL2,0,0,0,0,0
HSF1,0,0,0,0,0
HSP90AA1,0,0,0,0,0
HSP90AB1,0,0,0,0,0
HSP90B1,0,0,0,0,0
HSPA12A,0,0,0,0,0
HSPA12B,0,0,0,0,0
HSPA13,0,0,0,0,0
HSPA14,0,0,0,0,0
HSPA1A,0,0,0,0,0
HSPA1L,0,0,0,0,0
HSPA2,0,0,0,0,0
HSPA4,0,0,0,0,0
HSPA4L,0,0,0,0,0
HSPA5,0,0,0,0,0
HSPA6,0,0,0,0,0
HSPA8,0,0,0,0,0
HSPA9,0,0,0,0,0
HSPB1,0,0,0,0,0
HSPB11,0,0,0,0,0
HSPB2,0,0,0,0,0
HSPB6,0,0,0,0,0
HSPB7,0,0,0,0,0
HSPB8,0,0,0,0,0
HSPBAP1,0,0,0,0,0
HSPBP1,0,0,0,0,0
HSPD1,0,0,0,0,0
HSPE1,0,0,0,0,0
HSPG2,0,0,0,0,0
HSPH1,0,0,0,0,0
HTATIP2,0,0,0,0,0
HTATSF1,0,0,0,0,0
HTD2,0,0,0,0,0
HTRA1,0,0,0,0,0
HTRA2,0,0,0,0,0
HTT,0,0,0,0,0
HUS1,0,0,0,0,0
HUWE1,0,0,0,0,0
HVCN1,0,0,0,0,0
HYAL1,0,0,0,0,0
HYAL2,0,0,0,0,0
HYI,0,0,0,0,0
HYKK,0,0,0,0,0
HYOU1,0,0,0,0,0
HYPK,0,0,0,0,0
IAH1,0,0,0,0,0
IARS,0,0,0,0,0
IARS2,0,0,0,0,0
IBA57,0,0,0,0,0
IBTK,0,0,0,0,0
ICA1,0,0,0,0,0
ICAM1,0,0,0,0,0
ICAM2,0,0,0,0,0
ICAM3,0,0,0,0,0
ICE1,0,0,0,0,0
ICMT,0,0,0,0,0
IDE,0,0,0,0,0
IDH1,0,0,0,0,0
IDH2,0,0,0,0,0
IDH3A,0,0,0,0,0
IDH3B,0,0,0,0,0
IDH3G,0,0,0,0,0
IDI1,0,0,0,0,0
IDNK,0,0,0,0,0
IDO1,0,0,0,0,0
IDS,0,0,0,0,0
IDUA,0,0,0,0,0
IER3IP1,0,0,0,0,0
IFFO1,0,0,0,0,0
IFI16,0,0,0,0,0
IFI30,0,0,0,0,0
IFI35,0,0,0,0,0
IFIH1,0,0,0,0,0
IFIT1,0,0,0,0,0
IFIT2,0,0,0,0,0
IFIT3,0,0,0,0,0
IFIT5,0,0,0,0,0
IFITM1,0,0,0,0,0
IFITM3,0,0,0,0,0
IFNGR1,0,0,0,0,0
IFRD2,0,0,0,0,0
IFT122,0,0,0,0,0
IFT140,0,0,0,0,0
IFT172,0,0,0,0,0
IFT20,0,0,0,0,0
IFT22,0,0,0,0,0
IFT27,0,0,0,0,0
IFT43,0,0,0,0,0
IFT46,0,0,0,0,0
IFT52,0,0,0,0,0
IFT57,0,0,0,0,0
IFT74,0,0,0,0,0
IFT80,0,0,0,0,0
IFT81,0,0,0,0,0
IFT88,0,0,0,0,0
IGBP1,0,0,0,0,0
IGF1,0,0,0,0,0
IGF1R,0,0,0,0,0
IGF2,0,0,0,0,0
IGF2BP1,0,0,0,0,0
IGF2BP2,0,0,0,0,0
IGF2BP3,0,0,0,0,0
IGF2R,0,0,0,0,0
IGFALS,0,0,0,0,0
IGFBP1,0,0,0,0,0
IGFBP2,0,0,0,0,0
IGFBP3,0,0,0,0,0
IGFBP4,0,0,0,0,0
IGFBP5,0,0,0,0,0
IGFBP6,0,0,0,0,0
IGFBP7,0,0,0,0,0
IGFLR1,0,0,0,0,0
IGHMBP2,0,0,0,0,0
IGLL1,0,0,0,0,0
IGLL5,0,0,0,0,0
IGSF3,0,0,0,0,0
IGSF8,0,0,0,0,0
IK,0,0,0,0,0
IKBIP,0,0,0,0,0
IKBKB,0,0,0,0,0
IKBKG,0,0,0,0,0
IKZF1,0,0,0,0,0
IL16,0,0,0,0,0
IL17RB,0,0,0,0,0
IL18,0,0,0,0,0
IL18BP,0,0,0,0,0
IL1RAP,0,0,0,0,0
IL32,0,0,0,0,0
IL33,0,0,0,0,0
IL4I1,0,0,0,0,0
IL6ST,0,0,0,0,0
ILF2,0,0,0,0,0
ILF3,0,0,0,0,0
ILK,0,0,0,0,0
ILKAP,0,0,0,0,0
ILVBL,0,0,0,0,0
IMMP1L,0,0,0,0,0
IMMT,0,0,0,0,0
IMP3,0,0,0,0,0
IMP4,0,0,0,0,0
IMPA1,0,0,0,0,0
IMPA2,0,0,0,0,0
IMPACT,0,0,0,0,0
IMPAD1,0,0,0,0,0
IMPDH1,0,0,0,0,0
IMPDH2,0,0,0,0,0
INAVA,0,0,0,0,0
INF2,0,0,0,0,0
ING1,0,0,0,0,0
ING3,0,0,0,0,0
ING4,0,0,0,0,0
ING5,0,0,0,0,0
INHBC,0,0,0,0,0
INHBE,0,0,0,0,0
INIP,0,0,0,0,0
INO80,0,0,0,0,0
INO80B,0,0,0,0,0
INO80C,0,0,0,0,0
INO80E,0,0,0,0,0
INPP1,0,0,0,0,0
INPP4A,0,0,0,0,0
INPP4B,0,0,0,0,0
INPP5A,0,0,0,0,0
INPP5B,0,0,0,0,0
INPP5D,0,0,0,0,0
INPP5F,0,0,0,0,0
INPP5J,0,0,0,0,0
INPP5K,0,0,0,0,0
INPPL1,0,0,0,0,0
INSR,0,0,0,0,0
INTS1,0,0,0,0,0
INTS10,0,0,0,0,0
INTS11,0,0,0,0,0
INTS12,0,0,0,0,0
INTS13,0,0,0,0,0
INTS14,0,0,0,0,0
INTS2,0,0,0,0,0
INTS3,0,0,0,0,0
INTS4,0,0,0,0,0
INTS5,0,0,0,0,0
INTS6,0,0,0,0,0
INTS7,0,0,0,0,0
INTS8,0,0,0,0,0
INTS9,0,0,0,0,0
INTU,0,0,0,0,0
INVS,0,0,0,0,0
IP6K1,0,0,0,0,0
IPO11,0,0,0,0,0
IPO13,0,0,0,0,0
IPO4,0,0,0,0,0
IPO5,0,0,0,0,0
IPO7,0,0,0,0,0
IPO8,0,0,0,0,0
IPO9,0,0,0,0,0
IQCB1,0,0,0,0,0
IQCG,0,0,0,0,0
IQGAP1,0,0,0,0,0
IQGAP2,0,0,0,0,0
IQSEC1,0,0,0,0,0
IQSEC2,0,0,0,0,0
IRAK1,0,0,0,0,0
IRAK3,0,0,0,0,0
IRAK4,0,0,0,0,0
IREB2,0,0,0,0,0
IRF2,0,0,0,0,0
IRF2BP1,0,0,0,0,0
IRF2BP2,0,0,0,0,0
IRF2BPL,0,0,0,0,0
IRF3,0,0,0,0,0
IRF5,0,0,0,0,0
IRF6,0,0,0,0,0
IRF7,0,0,0,0,0
IRF8,0,0,0,0,0
IRF9,0,0,0,0,0
IRGQ,0,0,0,0,0
IRS1,0,0,0,0,0
IRS2,0,0,0,0,0
IRX3,0,0,0,0,0
ISCA1,0,0,0,0,0
ISCA2,0,0,0,0,0
ISCU,0,0,0,0,0
ISG15,0,0,0,0,0
ISG20,0,0,0,0,0
ISG20L2,0,0,0,0,0
ISLR,0,0,0,0,0
ISOC1,0,0,0,0,0
ISOC2,0,0,0,0,0
ISPD,0,0,0,0,0
IST1,0,0,0,0,0
ISY1-RAB43,0,0,0,0,0
ISYNA1,0,0,0,0,0
ITCH,0,0,0,0,0
ITFG1,0,0,0,0,0
ITFG2,0,0,0,0,0
ITGA1,0,0,0,0,0
ITGA2,0,0,0,0,0
ITGA2B,0,0,0,0,0
ITGA3,0,0,0,0,0
ITGA4,0,0,0,0,0
ITGA5,0,0,0,0,0
ITGA6,0,0,0,0,0
ITGA7,0,0,0,0,0
ITGA8,0,0,0,0,0
ITGAL,0,0,0,0,0
ITGAM,0,0,0,0,0
ITGAV,0,0,0,0,0
ITGAX,0,0,0,0,0
ITGB1,0,0,0,0,0
ITGB1BP1,0,0,0,0,0
ITGB2,0,0,0,0,0
ITGB3,0,0,0,0,0
ITGB4,0,0,0,0,0
ITGB5,0,0,0,0,0
ITGB6,0,0,0,0,0
ITGB8,0,0,0,0,0
ITIH1,0,0,0,0,0
ITIH2,0,0,0,0,0
ITIH3,0,0,0,0,0
ITIH4,0,0,0,0,0
ITIH5,0,0,0,0,0
ITM2B,0,0,0,0,0
ITM2C,0,0,0,0,0
ITPA,0,0,0,0,0
ITPK1,0,0,0,0,0
ITPKB,0,0,0,0,0
ITPKC,0,0,0,0,0
ITPR1,0,0,0,0,0
ITPR2,0,0,0,0,0
ITPR3,0,0,0,0,0
ITPRID2,0,0,0,0,0
ITPRIP,0,0,0,0,0
ITSN1,0,0,0,0,0
ITSN2,0,0,0,0,0
IVD,0,0,0,0,0
IVNS1ABP,0,0,0,0,0
IWS1,0,0,0,0,0
IYD,0,0,0,0,0
JADE2,0,0,0,0,0
JAG1,0,0,0,0,0
JAGN1,0,0,0,0,0
JAK1,0,0,0,0,0
JAK2,0,0,0,0,0
JAK3,0,0,0,0,0
JAM2,0,0,0,0,0
JAM3,0,0,0,0,0
JCAD,0,0,0,0,0
JCHAIN,0,0,0,0,0
JMJD1C,0,0,0,0,0
JMJD6,0,0,0,0,0
JMJD7,0,0,0,0,0
JMJD8,0,0,0,0,0
JMY,0,0,0,0,0
JOSD2,0,0,0,0,0
JPH2,0,0,0,0,0
JPT1,0,0,0,0,0
JPT2,0,0,0,0,0
JTB,0,0,0,0,0
JUN,0,0,0,0,0
JUNB,0,0,0,0,0
JUND,0,0,0,0,0
JUP,0,0,0,0,0
KALRN,0,0,0,0,0
KANK1,0,0,0,0,0
KANK2,0,0,0,0,0
KANK3,0,0,0,0,0
KANK4,0,0,0,0,0
KANSL1,0,0,0,0,0
KANSL2,0,0,0,0,0
KANSL3,0,0,0,0,0
KARS,0,0,0,0,0
KAT14,0,0,0,0,0
KAT5,0,0,0,0,0
KAT6A,0,0,0,0,0
KAT7,0,0,0,0,0
KAT8,0,0,0,0,0
KATNA1,0,0,0,0,0
KATNAL1,0,0,0,0,0
KATNB1,0,0,0,0,0
KAZN,0,0,0,0,0
KBTBD11,0,0,0,0,0
KBTBD2,0,0,0,0,0
KBTBD4,0,0,0,0,0
KBTBD6,0,0,0,0,0
KCMF1,0,0,0,0,0
KCNAB2,0,0,0,0,0
KCNJ10,0,0,0,0,0
KCNJ15,0,0,0,0,0
KCNJ16,0,0,0,0,0
KCNMA1,0,0,0,0,0
KCP,0,0,0,0,0
KCTD1,0,0,0,0,0
KCTD10,0,0,0,0,0
KCTD12,0,0,0,0,0
KCTD14,0,0,0,0,0
KCTD15,0,0,0,0,0
KCTD18,0,0,0,0,0
KCTD21,0,0,0,0,0
KCTD3,0,0,0,0,0
KCTD5,0,0,0,0,0
KCTD7,0,0,0,0,0
KCTD9,0,0,0,0,0
KDELC1,0,0,0,0,0
KDELC2,0,0,0,0,0
KDELR1,0,0,0,0,0
KDM1A,0,0,0,0,0
KDM1B,0,0,0,0,0
KDM2A,0,0,0,0,0
KDM2B,0,0,0,0,0
KDM3A,0,0,0,0,0
KDM3B,0,0,0,0,0
KDM4A,0,0,0,0,0
KDM4B,0,0,0,0,0
KDM4C,0,0,0,0,0
KDM5A,0,0,0,0,0
KDM5B,0,0,0,0,0
KDM5C,0,0,0,0,0
KDM6A,0,0,0,0,0
KDM8,0,0,0,0,0
KDSR,0,0,0,0,0
KEAP1,0,0,0,0,0
KHDC4,0,0,0,0,0
KHDRBS1,0,0,0,0,0
KHDRBS3,0,0,0,0,0
KHK,0,0,0,0,0
KHNYN,0,0,0,0,0
KHSRP,0,0,0,0,0
KIAA0100,0,0,0,0,0
KIAA0319L,0,0,0,0,0
KIAA0355,0,0,0,0,0
KIAA0391,0,0,0,0,0
KIAA0513,0,0,0,0,0
KIAA0753,0,0,0,0,0
KIAA0754,0,0,0,0,0
KIAA0930,0,0,0,0,0
KIAA1107,0,0,0,0,0
KIAA1109,0,0,0,0,0
KIAA1143,0,0,0,0,0
KIAA1147,0,0,0,0,0
KIAA1191,0,0,0,0,0
KIAA1210,0,0,0,0,0
KIAA1211,0,0,0,0,0
KIAA1211L,0,0,0,0,0
KIAA1217,0,0,0,0,0
KIAA1328,0,0,0,0,0
KIAA1522,0,0,0,0,0
KIAA1671,0,0,0,0,0
KIAA2013,0,0,0,0,0
KIDINS220,0,0,0,0,0
KIF12,0,0,0,0,0
KIF13A,0,0,0,0,0
KIF13B,0,0,0,0,0
KIF16B,0,0,0,0,0
KIF1B,0,0,0,0,0
KIF1BP,0,0,0,0,0
KIF1C,0,0,0,0,0
KIF21A,0,0,0,0,0
KIF26B,0,0,0,0,0
KIF2A,0,0,0,0,0
KIF3A,0,0,0,0,0
KIF3B,0,0,0,0,0
KIF5B,0,0,0,0,0
KIF7,0,0,0,0,0
KIFAP3,0,0,0,0,0
KIFC3,0,0,0,0,0
KIN,0,0,0,0,0
KIRREL1,0,0,0,0,0
KIT,0,0,0,0,0
KLC1,0,0,0,0,0
KLC2,0,0,0,0,0
KLC3,0,0,0,0,0
KLC4,0,0,0,0,0
KLF13,0,0,0,0,0
KLF16,0,0,0,0,0
KLF3,0,0,0,0,0
KLHDC10,0,0,0,0,0
KLHDC2,0,0,0,0,0
KLHDC3,0,0,0,0,0
KLHDC4,0,0,0,0,0
KLHDC7A,0,0,0,0,0
KLHDC9,0,0,0,0,0
KLHL11,0,0,0,0,0
KLHL13,0,0,0,0,0
KLHL20,0,0,0,0,0
KLHL22,0,0,0,0,0
KLHL26,0,0,0,0,0
KLHL36,0,0,0,0,0
KLKB1,0,0,0,0,0
KMO,0,0,0,0,0
KMT2A,0,0,0,0,0
KMT2B,0,0,0,0,0
KMT2C,0,0,0,0,0
KMT2D,0,0,0,0,0
KNDC1,0,0,0,0,0
KNG1,0,0,0,0,0
KNL1,0,0,0,0,0
KNOP1,0,0,0,0,0
KNTC1,0,0,0,0,0
KPNA1,0,0,0,0,0
KPNA2,0,0,0,0,0
KPNA3,0,0,0,0,0
KPNA4,0,0,0,0,0
KPNA6,0,0,0,0,0
KPNB1,0,0,0,0,0
KPTN,0,0,0,0,0
KRAS,0,0,0,0,0
KRBA1,0,0,0,0,0
KRI1,0,0,0,0,0
KRIT1,0,0,0,0,0
KRR1,0,0,0,0,0
KRT1,0,0,0,0,0
KRT10,0,0,0,0,0
KRT17,0,0,0,0,0
KRT18,0,0,0,0,0
KRT19,0,0,0,0,0
KRT2,0,0,0,0,0
KRT7,0,0,0,0,0
KRT77,0,0,0,0,0
KRT78,0,0,0,0,0
KRT8,0,0,0,0,0
KRT80,0,0,0,0,0
KRT81,0,0,0,0,0
KRT84,0,0,0,0,0
KRT9,0,0,0,0,0
KRTCAP2,0,0,0,0,0
KSR1,0,0,0,0,0
KSR2,0,0,0,0,0
KTI12,0,0,0,0,0
KTN1,0,0,0,0,0
KXD1,0,0,0,0,0
KYAT1,0,0,0,0,0
KYAT3,0,0,0,0,0
KYNU,0,0,0,0,0
L1CAM,0,0,0,0,0
L2HGDH,0,0,0,0,0
L3HYPDH,0,0,0,0,0
L3MBTL2,0,0,0,0,0
L3MBTL3,0,0,0,0,0
LACC1,0,0,0,0,0
LACTB,0,0,0,0,0
LACTB2,0,0,0,0,0
LAD1,0,0,0,0,0
LAGE3,0,0,0,0,0
LAIR1,0,0,0,0,0
LAMA1,0,0,0,0,0
LAMA2,0,0,0,0,0
LAMA3,0,0,0,0,0
LAMA4,0,0,0,0,0
LAMA5,0,0,0,0,0
LAMB1,0,0,0,0,0
LAMB2,0,0,0,0,0
LAMC1,0,0,0,0,0
LAMC3,0,0,0,0,0
LAMP1,0,0,0,0,0
LAMP2,0,0,0,0,0
LAMTOR1,0,0,0,0,0
LAMTOR2,0,0,0,0,0
LAMTOR3,0,0,0,0,0
LAMTOR4,0,0,0,0,0
LAMTOR5,0,0,0,0,0
LANCL1,0,0,0,0,0
LANCL2,0,0,0,0,0
LAP3,0,0,0,0,0
LAPTM4A,0,0,0,0,0
LARP1,0,0,0,0,0
LARP1B,0,0,0,0,0
LARP4,0,0,0,0,0
LARP4B,0,0,0,0,0
LARP7,0,0,0,0,0
LARS,0,0,0,0,0
LARS2,0,0,0,0,0
LAS1L,0,0,0,0,0
LASP1,0,0,0,0,0
LATS1,0,0,0,0,0
LBH,0,0,0,0,0
LBP,0,0,0,0,0
LBR,0,0,0,0,0
LCAT,0,0,0,0,0
LCK,0,0,0,0,0
LCLAT1,0,0,0,0,0
LCMT1,0,0,0,0,0
LCN2,0,0,0,0,0
LCP1,0,0,0,0,0
LCP2,0,0,0,0,0
LDAH,0,0,0,0,0
LDB1,0,0,0,0,0
LDB3,0,0,0,0,0
LDHA,0,0,0,0,0
LDHB,0,0,0,0,0
LDHC,0,0,0,0,0
LDHD,0,0,0,0,0
LDLRAP1,0,0,0,0,0
LEAP2,0,0,0,0,0
LECT2,0,0,0,0,0
LEMD2,0,0,0,0,0
LEMD3,0,0,0,0,0
LENG1,0,0,0,0,0
LENG8,0,0,0,0,0
LENG9,0,0,0,0,0
LEO1,0,0,0,0,0
LEP,0,0,0,0,0
LETM1,0,0,0,0,0
LETMD1,0,0,0,0,0
LGALS1,0,0,0,0,0
LGALS2,0,0,0,0,0
LGALS3,0,0,0,0,0
LGALS3BP,0,0,0,0,0
LGALS4,0,0,0,0,0
LGALS8,0,0,0,0,0
LGALS9,0,0,0,0,0
LGALSL,0,0,0,0,0
LGMN,0,0,0,0,0
LGSN,0,0,0,0,0
LHPP,0,0,0,0,0
LIAS,0,0,0,0,0
LIG1,0,0,0,0,0
LIG3,0,0,0,0,0
LIG4,0,0,0,0,0
LILRB1,0,0,0,0,0
LILRB2,0,0,0,0,0
LILRB3,0,0,0,0,0
LILRB5,0,0,0,0,0
LIMA1,0,0,0,0,0
LIMCH1,0,0,0,0,0
LIMD1,0,0,0,0,0
LIMD2,0,0,0,0,0
LIME1,0,0,0,0,0
LIMK1,0,0,0,0,0
LIMK2,0,0,0,0,0
LIMS1,0,0,0,0,0
LIMS2,0,0,0,0,0
LIN37,0,0,0,0,0
LIN54,0,0,0,0,0
LIN7A,0,0,0,0,0
LIN7B,0,0,0,0,0
LIN7C,0,0,0,0,0
LIPA,0,0,0,0,0
LIPC,0,0,0,0,0
LIPE,0,0,0,0,0
LIPT1,0,0,0,0,0
LIPT2,0,0,0,0,0
LIX1L,0,0,0,0,0
LLGL1,0,0,0,0,0
LLGL2,0,0,0,0,0
LLPH,0,0,0,0,0
LMAN1,0,0,0,0,0
LMAN2,0,0,0,0,0
LMAN2L,0,0,0,0,0
LMBRD1,0,0,0,0,0
LMBRD2,0,0,0,0,0
LMCD1,0,0,0,0,0
LMF1,0,0,0,0,0
LMF2,0,0,0,0,0
LMNA,0,0,0,0,0
LMNB1,0,0,0,0,0
LMNB2,0,0,0,0,0
LMO4,0,0,0,0,0
LMO7,0,0,0,0,0
LMOD1,0,0,0,0,0
LMTK2,0,0,0,0,0
LNPEP,0,0,0,0,0
LNPK,0,0,0,0,0
LOC110384692,0,0,0,0,0
LONP1,0,0,0,0,0
LONP2,0,0,0,0,0
LOX,0,0,0,0,0
LOXL2,0,0,0,0,0
LOXL3,0,0,0,0,0
LOXL4,0,0,0,0,0
LPA,0,0,0,0,0
LPCAT1,0,0,0,0,0
LPCAT2,0,0,0,0,0
LPCAT3,0,0,0,0,0
LPGAT1,0,0,0,0,0
LPIN1,0,0,0,0,0
LPIN2,0,0,0,0,0
LPIN3,0,0,0,0,0
LPL,0,0,0,0,0
LPP,0,0,0,0,0
LPXN,0,0,0,0,0
LRBA,0,0,0,0,0
LRCH1,0,0,0,0,0
LRCH3,0,0,0,0,0
LRCH4,0,0,0,0,0
LRG1,0,0,0,0,0
LRIF1,0,0,0,0,0
LRMDA,0,0,0,0,0
LRMP,0,0,0,0,0
LRP1,0,0,0,0,0
LRP10,0,0,0,0,0
LRP2,0,0,0,0,0
LRPAP1,0,0,0,0,0
LRPPRC,0,0,0,0,0
LRRC1,0,0,0,0,0
LRRC14,0,0,0,0,0
LRRC17,0,0,0,0,0
LRRC19,0,0,0,0,0
LRRC20,0,0,0,0,0
LRRC25,0,0,0,0,0
LRRC32,0,0,0,0,0
LRRC40,0,0,0,0,0
LRRC41,0,0,0,0,0
LRRC47,0,0,0,0,0
LRRC57,0,0,0,0,0
LRRC58,0,0,0,0,0
LRRC59,0,0,0,0,0
LRRC8A,0,0,0,0,0
LRRC8C,0,0,0,0,0
LRRC8D,0,0,0,0,0
LRRFIP1,0,0,0,0,0
LRRFIP2,0,0,0,0,0
LRRK2,0,0,0,0,0
LRRN4,0,0,0,0,0
LRSAM1,0,0,0,0,0
LRWD1,0,0,0,0,0
LSG1,0,0,0,0,0
LSM1,0,0,0,0,0
LSM12,0,0,0,0,0
LSM14A,0,0,0,0,0
LSM14B,0,0,0,0,0
LSM2,0,0,0,0,0
LSM3,0,0,0,0,0
LSM4,0,0,0,0,0
LSM5,0,0,0,0,0
LSM6,0,0,0,0,0
LSM7,0,0,0,0,0
LSM8,0,0,0,0,0
LSP1,0,0,0,0,0
LSR,0,0,0,0,0
LSS,0,0,0,0,0
LTA4H,0,0,0,0,0
LTBP1,0,0,0,0,0
LTBP2,0,0,0,0,0
LTBP3,0,0,0,0,0
LTBP4,0,0,0,0,0
LTBR,0,0,0,0,0
LTC4S,0,0,0,0,0
LTF,0,0,0,0,0
LTN1,0,0,0,0,0
LTV1,0,0,0,0,0
LUC7L,0,0,0,0,0
LUC7L2,0,0,0,0,0
LUC7L3,0,0,0,0,0
LUM,0,0,0,0,0
LUZP1,0,0,0,0,0
LXN,0,0,0,0,0
LY6D,0,0,0,0,0
LY75-CD302,0,0,0,0,0
LYAR,0,0,0,0,0
LYN,0,0,0,0,0
LYPLA1,0,0,0,0,0
LYPLA2,0,0,0,0,0
LYPLAL1,0,0,0,0,0
LYRM1,0,0,0,0,0
LYRM2,0,0,0,0,0
LYRM4,0,0,0,0,0
LYRM7,0,0,0,0,0
LYRM9,0,0,0,0,0
LYSMD1,0,0,0,0,0
LYSMD2,0,0,0,0,0
LYSMD3,0,0,0,0,0
LYST,0,0,0,0,0
LYVE1,0,0,0,0,0
LYZ,0,0,0,0,0
LZIC,0,0,0,0,0
LZTFL1,0,0,0,0,0
LZTR1,0,0,0,0,0
LZTS1,0,0,0,0,0
LZTS2,0,0,0,0,0
LZTS3,0,0,0,0,0
M6PR,0,0,0,0,0
MACC1,0,0,0,0,0
MACF1,0,0,0,0,0
MACO1,0,0,0,0,0
MACROD1,0,0,0,0,0
MACROD2,0,0,0,0,0
MAD1L1,0,0,0,0,0
MAD2L1,0,0,0,0,0
MAD2L1BP,0,0,0,0,0
MADD,0,0,0,0,0
MAEA,0,0,0,0,0
MAF,0,0,0,0,0
MAF1,0,0,0,0,0
MAFB,0,0,0,0,0
MAFF,0,0,0,0,0
MAFK,0,0,0,0,0
MAGED1,0,0,0,0,0
MAGED2,0,0,0,0,0
MAGI1,0,0,0,0,0
MAGI2,0,0,0,0,0
MAGI3,0,0,0,0,0
MAGOHB,0,0,0,0,0
MAGT1,0,0,0,0,0
MAIP1,0,0,0,0,0
MAK16,0,0,0,0,0
MAL2,0,0,0,0,0
MALSU1,0,0,0,0,0
MALT1,0,0,0,0,0
MAMDC2,0,0,0,0,0
MAML1,0,0,0,0,0
MAML2,0,0,0,0,0
MAML3,0,0,0,0,0
MAN1A1,0,0,0,0,0
MAN1A2,0,0,0,0,0
MAN1B1,0,0,0,0,0
MAN1C1,0,0,0,0,0
MAN2A1,0,0,0,0,0
MAN2A2,0,0,0,0,0
MAN2B1,0,0,0,0,0
MAN2B2,0,0,0,0,0
